"start range,end range,street name,regulation text,regulation href"
"3000,3099,'N 51ST ST','No Winter Night Parking',noWinter"
"2700,2799,'S 51ST ST','No Winter Night Parking',noWinter"
"2800,2899,'S 51ST ST','No Winter Night Parking',noWinter"
"2900,2999,'S 51ST ST','No Winter Night Parking',noWinter"
"3000,3099,'S 51ST ST','No Winter Night Parking',noWinter"
"3100,3199,'S 51ST ST','No Winter Night Parking',noWinter"
"3200,3299,'S 51ST ST','No Winter Night Parking',noWinter"
"3300,3399,'S 51ST ST','No Winter Night Parking',noWinter"
"1700,1799,'N 55TH ST','No Winter Night Parking',noWinter"
"1800,1899,'N 55TH ST','No Winter Night Parking',noWinter"
"1900,1999,'N 55TH ST','No Winter Night Parking',noWinter"
"2000,2099,'N 55TH ST','No Winter Night Parking',noWinter"
"2100,2199,'N 55TH ST','No Winter Night Parking',noWinter"
"2200,2299,'N 55TH ST','No Winter Night Parking',noWinter"
"2300,2399,'N 55TH ST','No Winter Night Parking',noWinter"
"2400,2499,'N 55TH ST','No Winter Night Parking',noWinter"
"2500,2599,'N 55TH ST','No Winter Night Parking',noWinter"
"2600,2699,'N 55TH ST','No Winter Night Parking',noWinter"
"2700,2799,'N 55TH ST','No Winter Night Parking',noWinter"
"2800,2899,'N 55TH ST','No Winter Night Parking',noWinter"
"2900,2999,'N 55TH ST','No Winter Night Parking',noWinter"
"3000,3099,'N 55TH ST','No Winter Night Parking',noWinter"
"2100,2199,'N 58TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"1400,1499,'N 60TH ST','No Winter Night Parking',noWinter"
"1500,1599,'N 60TH ST','No Winter Night Parking',noWinter"
"1600,1699,'N 60TH ST','No Winter Night Parking',noWinter"
"1700,1799,'N 60TH ST','No Winter Night Parking',noWinter"
"1800,1899,'N 60TH ST','No Winter Night Parking',noWinter"
"1900,1999,'N 60TH ST','No Winter Night Parking',noWinter"
"2000,2099,'N 60TH ST','No Winter Night Parking',noWinter"
"2100,2199,'N 60TH ST','No Winter Night Parking',noWinter"
"2200,2299,'N 60TH ST','No Winter Night Parking',noWinter"
"2300,2399,'N 60TH ST','No Winter Night Parking',noWinter"
"2400,2499,'N 60TH ST','No Winter Night Parking',noWinter"
"2500,2599,'N 60TH ST','No Winter Night Parking',noWinter"
"2600,2699,'N 60TH ST','No Winter Night Parking',noWinter"
"2700,2799,'N 60TH ST','No Winter Night Parking',noWinter"
"2800,2899,'N 60TH ST','No Winter Night Parking',noWinter"
"2900,2999,'N 60TH ST','No Winter Night Parking',noWinter"
"3000,3099,'N 60TH ST','No Winter Night Parking',noWinter"
"3100,3199,'N 60TH ST','No Winter Night Parking',noWinter"
"3200,3299,'N 60TH ST','No Winter Night Parking',noWinter"
"3300,3399,'N 60TH ST','No Winter Night Parking',noWinter"
"3400,3499,'N 60TH ST','No Winter Night Parking',noWinter"
"3500,3599,'N 60TH ST','No Winter Night Parking',noWinter"
"3600,3699,'N 60TH ST','No Winter Night Parking',noWinter"
"3700,3799,'N 60TH ST','No Winter Night Parking',noWinter"
"3800,3899,'N 60TH ST','No Winter Night Parking',noWinter"
"3900,3999,'N 60TH ST','No Winter Night Parking',noWinter"
"4000,4099,'N 60TH ST','No Winter Night Parking',noWinter"
"4100,4199,'N 60TH ST','No Winter Night Parking',noWinter"
"4200,4299,'N 60TH ST','No Winter Night Parking',noWinter"
"4300,4399,'N 60TH ST','No Winter Night Parking',noWinter"
"4400,4499,'N 60TH ST','No Winter Night Parking',noWinter"
"4500,4599,'N 60TH ST','No Winter Night Parking',noWinter"
"4600,4699,'N 60TH ST','No Winter Night Parking',noWinter"
"4700,4799,'N 60TH ST','No Winter Night Parking',noWinter"
"4800,4899,'N 60TH ST','No Winter Night Parking',noWinter"
"4900,4999,'N 60TH ST','No Winter Night Parking',noWinter"
"5000,5099,'N 60TH ST','No Winter Night Parking',noWinter"
"5100,5199,'N 60TH ST','No Winter Night Parking',noWinter"
"5200,5299,'N 60TH ST','No Winter Night Parking',noWinter"
"5300,5399,'N 60TH ST','No Winter Night Parking',noWinter"
"5400,5499,'N 60TH ST','No Winter Night Parking',noWinter"
"5500,5599,'N 60TH ST','No Winter Night Parking',noWinter"
"5600,5699,'N 60TH ST','No Winter Night Parking',noWinter"
"5700,5799,'N 60TH ST','No Winter Night Parking',noWinter"
"5800,5899,'N 60TH ST','No Winter Night Parking',noWinter"
"5900,5999,'N 60TH ST','No Winter Night Parking',noWinter"
"6000,6099,'N 60TH ST','No Winter Night Parking',noWinter"
"6100,6199,'N 60TH ST','No Winter Night Parking',noWinter"
"6200,6299,'N 60TH ST','No Winter Night Parking',noWinter"
"6300,6399,'N 60TH ST','No Winter Night Parking',noWinter"
"6400,6499,'N 60TH ST','No Winter Night Parking',noWinter"
"6500,6599,'N 60TH ST','No Winter Night Parking',noWinter"
"6600,6699,'N 60TH ST','No Winter Night Parking',noWinter"
"6700,6799,'N 60TH ST','No Winter Night Parking',noWinter"
"6800,6899,'N 60TH ST','No Winter Night Parking',noWinter"
"6900,6999,'N 60TH ST','No Winter Night Parking',noWinter"
"7000,7099,'N 60TH ST','No Winter Night Parking',noWinter"
"7100,7199,'N 60TH ST','No Winter Night Parking',noWinter"
"7200,7299,'N 60TH ST','No Winter Night Parking',noWinter"
"7300,7399,'N 60TH ST','No Winter Night Parking',noWinter"
"7400,7499,'N 60TH ST','No Winter Night Parking',noWinter"
"7500,7599,'N 60TH ST','No Winter Night Parking',noWinter"
"7600,7699,'N 60TH ST','No Winter Night Parking',noWinter"
"7700,7799,'N 60TH ST','No Winter Night Parking',noWinter"
"7800,7899,'N 60TH ST','No Winter Night Parking',noWinter"
"7900,7999,'N 60TH ST','No Winter Night Parking',noWinter"
"2600,2699,'S 60TH ST','No Winter Night Parking',noWinter"
"2700,2799,'S 60TH ST','No Winter Night Parking',noWinter"
"2800,2899,'S 60TH ST','No Winter Night Parking',noWinter"
"2900,2999,'S 60TH ST','No Winter Night Parking',noWinter"
"3000,3099,'S 60TH ST','No Winter Night Parking',noWinter"
"3100,3199,'S 60TH ST','No Winter Night Parking',noWinter"
"3200,3299,'S 60TH ST','No Winter Night Parking',noWinter"
"3300,3399,'S 60TH ST','No Winter Night Parking',noWinter"
"3400,3499,'S 60TH ST','No Winter Night Parking',noWinter"
"3500,3599,'S 60TH ST','No Winter Night Parking',noWinter"
"3600,3699,'S 60TH ST','No Winter Night Parking',noWinter"
"3700,3799,'S 60TH ST','No Winter Night Parking',noWinter"
"3800,3899,'S 60TH ST','No Winter Night Parking',noWinter"
"3900,3999,'S 60TH ST','No Winter Night Parking',noWinter"
"4000,4099,'S 60TH ST','No Winter Night Parking',noWinter"
"4100,4199,'S 60TH ST','No Winter Night Parking',noWinter"
"4200,4299,'S 60TH ST','No Winter Night Parking',noWinter"
"5600,5699,'N 64TH ST','No Winter Night Parking',noWinter"
"5700,5799,'N 64TH ST','No Winter Night Parking',noWinter"
"5800,5899,'N 64TH ST','No Winter Night Parking',noWinter"
"5900,5999,'N 64TH ST','No Winter Night Parking',noWinter"
"6000,6099,'N 64TH ST','No Winter Night Parking',noWinter"
"6100,6199,'N 64TH ST','No Winter Night Parking',noWinter"
"6200,6299,'N 64TH ST','No Winter Night Parking',noWinter"
"6300,6399,'N 64TH ST','No Winter Night Parking',noWinter"
"100,199,'N 68TH ST','No Winter Night Parking',noWinter"
"200,299,'N 68TH ST','No Winter Night Parking',noWinter"
"2700,2799,'N 68TH ST','No Winter Night Parking',noWinter"
"2800,2899,'N 68TH ST','No Winter Night Parking',noWinter"
"2900,2999,'N 68TH ST','No Winter Night Parking',noWinter"
"3000,3099,'N 68TH ST','No Winter Night Parking',noWinter"
"4000,4099,'N 68TH ST','No Winter Night Parking',noWinter"
"4100,4199,'N 68TH ST','No Winter Night Parking',noWinter"
"4200,4299,'N 68TH ST','No Winter Night Parking',noWinter"
"4300,4399,'N 68TH ST','No Winter Night Parking',noWinter"
"4400,4499,'N 68TH ST','No Winter Night Parking',noWinter"
"4500,4599,'N 68TH ST','No Winter Night Parking',noWinter"
"4600,4699,'N 68TH ST','No Winter Night Parking',noWinter"
"4700,4799,'N 68TH ST','No Winter Night Parking',noWinter"
"4800,4899,'N 68TH ST','No Winter Night Parking',noWinter"
"4900,4999,'N 68TH ST','No Winter Night Parking',noWinter"
"5000,5099,'N 68TH ST','No Winter Night Parking',noWinter"
"5100,5199,'N 68TH ST','No Winter Night Parking',noWinter"
"5200,5299,'N 68TH ST','No Winter Night Parking',noWinter"
"5300,5399,'N 68TH ST','No Winter Night Parking',noWinter"
"5600,5699,'N 68TH ST','No Winter Night Parking',noWinter"
"5700,5799,'N 68TH ST','No Winter Night Parking',noWinter"
"5800,5899,'N 68TH ST','No Winter Night Parking',noWinter"
"5900,5999,'N 68TH ST','No Winter Night Parking',noWinter"
"2500,2599,'S 68TH ST','No Winter Night Parking',noWinter"
"2600,2699,'S 68TH ST','No Winter Night Parking',noWinter"
"2700,2799,'S 68TH ST','No Winter Night Parking',noWinter"
"2800,2899,'S 68TH ST','No Winter Night Parking',noWinter"
"2900,2999,'S 68TH ST','No Winter Night Parking',noWinter"
"3000,3099,'S 68TH ST','No Winter Night Parking',noWinter"
"3100,3199,'S 68TH ST','No Winter Night Parking',noWinter"
"3200,3299,'S 68TH ST','No Winter Night Parking',noWinter"
"3300,3399,'S 68TH ST','No Winter Night Parking',noWinter"
"3400,3499,'S 68TH ST','No Winter Night Parking',noWinter"
"3500,3599,'S 68TH ST','No Winter Night Parking',noWinter"
"3600,3699,'S 68TH ST','No Winter Night Parking',noWinter"
"3700,3799,'S 68TH ST','No Winter Night Parking',noWinter"
"3800,3899,'S 68TH ST','No Winter Night Parking',noWinter"
"3900,3999,'S 68TH ST','No Winter Night Parking',noWinter"
"100,199,'S 68TH ST','No Winter Night Parking',noWinter"
"200,299,'S 68TH ST','No Winter Night Parking',noWinter"
"300,399,'S 68TH ST','No Winter Night Parking',noWinter"
"100,199,'N 70TH ST','No Winter Night Parking',noWinter"
"200,299,'N 70TH ST','No Winter Night Parking',noWinter"
"300,399,'N 70TH ST','No Winter Night Parking',noWinter"
"100,199,'S 70TH ST','No Winter Night Parking',noWinter"
"200,299,'S 70TH ST','No Winter Night Parking',noWinter"
"300,399,'S 70TH ST','No Winter Night Parking',noWinter"
"400,499,'S 70TH ST','No Winter Night Parking',noWinter"
"500,599,'S 70TH ST','No Winter Night Parking',noWinter"
"600,699,'S 70TH ST','No Winter Night Parking',noWinter"
"100,199,'N 76TH ST','No Winter Night Parking',noWinter"
"200,299,'N 76TH ST','No Winter Night Parking',noWinter"
"300,399,'N 76TH ST','No Winter Night Parking',noWinter"
"2700,2799,'N 76TH ST','No Winter Night Parking',noWinter"
"2800,2899,'N 76TH ST','No Winter Night Parking',noWinter"
"2900,2999,'N 76TH ST','No Winter Night Parking',noWinter"
"3000,3099,'N 76TH ST','No Winter Night Parking',noWinter"
"3100,3199,'N 76TH ST','No Winter Night Parking',noWinter"
"3200,3299,'N 76TH ST','No Winter Night Parking',noWinter"
"3300,3399,'N 76TH ST','No Winter Night Parking',noWinter"
"3400,3499,'N 76TH ST','No Winter Night Parking',noWinter"
"3500,3599,'N 76TH ST','No Winter Night Parking',noWinter"
"3600,3699,'N 76TH ST','No Winter Night Parking',noWinter"
"3700,3799,'N 76TH ST','No Winter Night Parking',noWinter"
"3800,3899,'N 76TH ST','No Winter Night Parking',noWinter"
"3900,3999,'N 76TH ST','No Winter Night Parking',noWinter"
"4000,4099,'N 76TH ST','No Winter Night Parking',noWinter"
"4100,4199,'N 76TH ST','No Winter Night Parking',noWinter"
"4200,4299,'N 76TH ST','No Winter Night Parking',noWinter"
"4300,4399,'N 76TH ST','No Winter Night Parking',noWinter"
"4400,4499,'N 76TH ST','No Winter Night Parking',noWinter"
"4500,4599,'N 76TH ST','No Winter Night Parking',noWinter"
"4600,4699,'N 76TH ST','No Winter Night Parking',noWinter"
"4700,4799,'N 76TH ST','No Winter Night Parking',noWinter"
"4800,4899,'N 76TH ST','No Winter Night Parking',noWinter"
"4900,4999,'N 76TH ST','No Winter Night Parking',noWinter"
"5000,5099,'N 76TH ST','No Winter Night Parking',noWinter"
"5100,5199,'N 76TH ST','No Winter Night Parking',noWinter"
"5200,5299,'N 76TH ST','No Winter Night Parking',noWinter"
"5300,5399,'N 76TH ST','No Winter Night Parking',noWinter"
"5400,5499,'N 76TH ST','No Winter Night Parking',noWinter"
"5500,5599,'N 76TH ST','No Winter Night Parking',noWinter"
"5600,5699,'N 76TH ST','No Winter Night Parking',noWinter"
"5700,5799,'N 76TH ST','No Winter Night Parking',noWinter"
"5800,5899,'N 76TH ST','No Winter Night Parking',noWinter"
"5900,5999,'N 76TH ST','No Winter Night Parking',noWinter"
"6000,6099,'N 76TH ST','No Winter Night Parking',noWinter"
"6100,6199,'N 76TH ST','No Winter Night Parking',noWinter"
"6200,6299,'N 76TH ST','No Winter Night Parking',noWinter"
"6300,6399,'N 76TH ST','No Winter Night Parking',noWinter"
"6400,6499,'N 76TH ST','No Winter Night Parking',noWinter"
"6500,6599,'N 76TH ST','No Winter Night Parking',noWinter"
"6600,6699,'N 76TH ST','No Winter Night Parking',noWinter"
"6700,6799,'N 76TH ST','No Winter Night Parking',noWinter"
"6800,6899,'N 76TH ST','No Winter Night Parking',noWinter"
"6900,6999,'N 76TH ST','No Winter Night Parking',noWinter"
"7000,7099,'N 76TH ST','No Winter Night Parking',noWinter"
"7100,7199,'N 76TH ST','No Winter Night Parking',noWinter"
"7200,7299,'N 76TH ST','No Winter Night Parking',noWinter"
"7300,7399,'N 76TH ST','No Winter Night Parking',noWinter"
"7400,7499,'N 76TH ST','No Winter Night Parking',noWinter"
"7500,7599,'N 76TH ST','No Winter Night Parking',noWinter"
"7600,7699,'N 76TH ST','No Winter Night Parking',noWinter"
"7700,7799,'N 76TH ST','No Winter Night Parking',noWinter"
"7800,7899,'N 76TH ST','No Winter Night Parking',noWinter"
"7900,7999,'N 76TH ST','No Winter Night Parking',noWinter"
"8000,8099,'N 76TH ST','No Winter Night Parking',noWinter"
"8100,8199,'N 76TH ST','No Winter Night Parking',noWinter"
"8200,8299,'N 76TH ST','No Winter Night Parking',noWinter"
"8300,8399,'N 76TH ST','No Winter Night Parking',noWinter"
"8400,8499,'N 76TH ST','No Winter Night Parking',noWinter"
"8500,8599,'N 76TH ST','No Winter Night Parking',noWinter"
"8600,8699,'N 76TH ST','No Winter Night Parking',noWinter"
"8700,8799,'N 76TH ST','No Winter Night Parking',noWinter"
"100,199,'S 76TH ST','No Winter Night Parking',noWinter"
"200,299,'S 76TH ST','No Winter Night Parking',noWinter"
"300,399,'S 76TH ST','No Winter Night Parking',noWinter"
"400,499,'S 76TH ST','No Winter Night Parking',noWinter"
"500,599,'S 76TH ST','No Winter Night Parking',noWinter"
"600,699,'S 76TH ST','No Winter Night Parking',noWinter"
"3100,3199,'S 76TH ST','No Winter Night Parking',noWinter"
"3200,3299,'S 76TH ST','No Winter Night Parking',noWinter"
"3300,3399,'S 76TH ST','No Winter Night Parking',noWinter"
"3400,3499,'S 76TH ST','No Winter Night Parking',noWinter"
"3500,3599,'S 76TH ST','No Winter Night Parking',noWinter"
"3600,3699,'S 76TH ST','No Winter Night Parking',noWinter"
"3700,3799,'S 76TH ST','No Winter Night Parking',noWinter"
"3800,3899,'S 76TH ST','No Winter Night Parking',noWinter"
"3900,3999,'S 76TH ST','No Winter Night Parking',noWinter"
"4000,4099,'S 76TH ST','No Winter Night Parking',noWinter"
"3100,3199,'S 80TH ST','No Winter Night Parking',noWinter"
"3200,3299,'S 80TH ST','No Winter Night Parking',noWinter"
"3300,3399,'S 80TH ST','No Winter Night Parking',noWinter"
"3400,3499,'S 80TH ST','No Winter Night Parking',noWinter"
"3500,3599,'S 80TH ST','No Winter Night Parking',noWinter"
"3600,3699,'S 80TH ST','No Winter Night Parking',noWinter"
"3700,3799,'S 80TH ST','No Winter Night Parking',noWinter"
"3800,3899,'S 80TH ST','No Winter Night Parking',noWinter"
"4900,4999,'N 84TH ST','No Winter Night Parking',noWinter"
"5000,5099,'N 84TH ST','No Winter Night Parking',noWinter"
"5100,5199,'N 84TH ST','No Winter Night Parking',noWinter"
"5200,5299,'N 84TH ST','No Winter Night Parking',noWinter"
"6000,6099,'N 84TH ST','No Winter Night Parking',noWinter"
"6100,6199,'N 84TH ST','No Winter Night Parking',noWinter"
"6200,6299,'N 84TH ST','No Winter Night Parking',noWinter"
"6300,6399,'N 84TH ST','No Winter Night Parking',noWinter"
"6400,6499,'N 84TH ST','No Winter Night Parking',noWinter"
"6500,6599,'N 84TH ST','No Winter Night Parking',noWinter"
"6600,6699,'N 84TH ST','No Winter Night Parking',noWinter"
"6700,6799,'N 84TH ST','No Winter Night Parking',noWinter"
"2700,2799,'N 84TH ST','No Winter Night Parking',noWinter"
"2800,2899,'N 84TH ST','No Winter Night Parking',noWinter"
"2900,2999,'N 84TH ST','No Winter Night Parking',noWinter"
"3000,3099,'N 84TH ST','No Winter Night Parking',noWinter"
"3100,3199,'N 84TH ST','No Winter Night Parking',noWinter"
"3200,3299,'N 84TH ST','No Winter Night Parking',noWinter"
"3300,3399,'N 84TH ST','No Winter Night Parking',noWinter"
"3400,3499,'N 84TH ST','No Winter Night Parking',noWinter"
"3500,3599,'N 84TH ST','No Winter Night Parking',noWinter"
"3600,3699,'N 84TH ST','No Winter Night Parking',noWinter"
"3700,3799,'N 84TH ST','No Winter Night Parking',noWinter"
"3800,3899,'N 84TH ST','No Winter Night Parking',noWinter"
"3900,3999,'N 84TH ST','No Winter Night Parking',noWinter"
"4000,4099,'N 84TH ST','No Winter Night Parking',noWinter"
"4100,4199,'N 84TH ST','No Winter Night Parking',noWinter"
"4200,4299,'N 84TH ST','No Winter Night Parking',noWinter"
"4300,4399,'N 84TH ST','No Winter Night Parking',noWinter"
"4400,4499,'N 84TH ST','No Winter Night Parking',noWinter"
"4500,4599,'N 84TH ST','No Winter Night Parking',noWinter"
"4600,4699,'N 84TH ST','No Winter Night Parking',noWinter"
"4700,4799,'N 84TH ST','No Winter Night Parking',noWinter"
"100,199,'S 84TH ST','No Winter Night Parking',noWinter"
"200,299,'S 84TH ST','No Winter Night Parking',noWinter"
"300,399,'S 84TH ST','No Winter Night Parking',noWinter"
"400,499,'S 84TH ST','No Winter Night Parking',noWinter"
"500,599,'S 84TH ST','No Winter Night Parking',noWinter"
"600,699,'S 84TH ST','No Winter Night Parking',noWinter"
"3100,3199,'S 84TH ST','No Winter Night Parking',noWinter"
"3200,3299,'S 84TH ST','No Winter Night Parking',noWinter"
"3300,3399,'S 84TH ST','No Winter Night Parking',noWinter"
"3400,3499,'S 84TH ST','No Winter Night Parking',noWinter"
"3500,3599,'S 84TH ST','No Winter Night Parking',noWinter"
"3600,3699,'S 84TH ST','No Winter Night Parking',noWinter"
"3700,3799,'S 84TH ST','No Winter Night Parking',noWinter"
"3800,3899,'S 84TH ST','No Winter Night Parking',noWinter"
"8900,8999,'N 85TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"9000,9099,'N 85TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"9100,9121,'N 85TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"8800,8899,'N 85TH ST','No Winter Night Parking',noWinter"
"6800,6899,'N 86TH ST','No Winter Night Parking',noWinter"
"6900,6999,'N 86TH ST','No Winter Night Parking',noWinter"
"7000,7099,'N 86TH ST','No Winter Night Parking',noWinter"
"7100,7199,'N 86TH ST','No Winter Night Parking',noWinter"
"8000,8099,'N 87TH ST','No Winter Night Parking',noWinter"
"8100,8199,'N 87TH ST','No Winter Night Parking',noWinter"
"8200,8299,'N 87TH ST','No Winter Night Parking',noWinter"
"8300,8399,'N 87TH ST','No Winter Night Parking',noWinter"
"8400,8499,'N 87TH ST','No Winter Night Parking',noWinter"
"8500,8599,'N 87TH ST','No Winter Night Parking',noWinter"
"500,599,'N 89TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"600,699,'N 89TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"5000,5099,'N 91ST ST','No Winter Night Parking',noWinter"
"5100,5199,'N 91ST ST','No Winter Night Parking',noWinter"
"5200,5299,'N 91ST ST','No Winter Night Parking',noWinter"
"5300,5399,'N 91ST ST','No Winter Night Parking',noWinter"
"5400,5499,'N 91ST ST','No Winter Night Parking',noWinter"
"5500,5599,'N 91ST ST','No Winter Night Parking',noWinter"
"5600,5699,'N 91ST ST','No Winter Night Parking',noWinter"
"5700,5799,'N 91ST ST','No Winter Night Parking',noWinter"
"5800,5899,'N 91ST ST','No Winter Night Parking',noWinter"
"5900,5999,'N 91ST ST','No Winter Night Parking',noWinter"
"6000,6099,'N 91ST ST','No Winter Night Parking',noWinter"
"6100,6199,'N 91ST ST','No Winter Night Parking',noWinter"
"6200,6299,'N 91ST ST','No Winter Night Parking',noWinter"
"6300,6399,'N 91ST ST','No Winter Night Parking',noWinter"
"6400,6499,'N 91ST ST','No Winter Night Parking',noWinter"
"6500,6599,'N 91ST ST','No Winter Night Parking',noWinter"
"6600,6699,'N 91ST ST','No Winter Night Parking',noWinter"
"6700,6799,'N 91ST ST','No Winter Night Parking',noWinter"
"6800,6899,'N 91ST ST','No Winter Night Parking',noWinter"
"6900,6999,'N 91ST ST','No Winter Night Parking',noWinter"
"7000,7099,'N 91ST ST','No Winter Night Parking',noWinter"
"7100,7199,'N 91ST ST','No Winter Night Parking',noWinter"
"7200,7299,'N 91ST ST','No Winter Night Parking',noWinter"
"7300,7399,'N 91ST ST','No Winter Night Parking',noWinter"
"7400,7499,'N 91ST ST','No Winter Night Parking',noWinter"
"7500,7599,'N 91ST ST','No Winter Night Parking',noWinter"
"7600,7699,'N 91ST ST','No Winter Night Parking',noWinter"
"7700,7799,'N 91ST ST','No Winter Night Parking',noWinter"
"7800,7899,'N 91ST ST','No Winter Night Parking',noWinter"
"7900,7999,'N 91ST ST','No Winter Night Parking',noWinter"
"8000,8099,'N 91ST ST','No Winter Night Parking',noWinter"
"8100,8199,'N 91ST ST','No Winter Night Parking',noWinter"
"8200,8299,'N 91ST ST','No Winter Night Parking',noWinter"
"8300,8399,'N 91ST ST','No Winter Night Parking',noWinter"
"8400,8499,'N 91ST ST','No Winter Night Parking',noWinter"
"8500,8599,'N 91ST ST','No Winter Night Parking',noWinter"
"8600,8699,'N 91ST ST','No Winter Night Parking',noWinter"
"8700,8799,'N 91ST ST','No Winter Night Parking',noWinter"
"8800,8899,'N 91ST ST','No Winter Night Parking',noWinter"
"8900,8999,'N 91ST ST','No Winter Night Parking',noWinter"
"9000,9099,'N 91ST ST','No Winter Night Parking',noWinter"
"9100,9199,'N 91ST ST','No Winter Night Parking',noWinter"
"9200,9299,'N 91ST ST','No Winter Night Parking',noWinter"
"9300,9399,'N 91ST ST','No Winter Night Parking',noWinter"
"9400,9499,'N 91ST ST','No Winter Night Parking',noWinter"
"9500,9599,'N 91ST ST','No Winter Night Parking',noWinter"
"2700,2799,'N 92ND ST','No Winter Night Parking',noWinter"
"2800,2899,'N 92ND ST','No Winter Night Parking',noWinter"
"2900,2999,'N 92ND ST','No Winter Night Parking',noWinter"
"3000,3099,'N 92ND ST','No Winter Night Parking',noWinter"
"3100,3199,'N 92ND ST','No Winter Night Parking',noWinter"
"3200,3299,'N 92ND ST','No Winter Night Parking',noWinter"
"3300,3399,'N 92ND ST','No Winter Night Parking',noWinter"
"3400,3499,'N 92ND ST','No Winter Night Parking',noWinter"
"3500,3599,'N 92ND ST','No Winter Night Parking',noWinter"
"3600,3699,'N 92ND ST','No Winter Night Parking',noWinter"
"3700,3799,'N 92ND ST','No Winter Night Parking',noWinter"
"3800,3899,'N 92ND ST','No Winter Night Parking',noWinter"
"3900,3999,'N 92ND ST','No Winter Night Parking',noWinter"
"4000,4099,'N 92ND ST','No Winter Night Parking',noWinter"
"4100,4199,'N 92ND ST','No Winter Night Parking',noWinter"
"4200,4299,'N 92ND ST','No Winter Night Parking',noWinter"
"4300,4399,'N 92ND ST','No Winter Night Parking',noWinter"
"4400,4499,'N 92ND ST','No Winter Night Parking',noWinter"
"4500,4599,'N 92ND ST','No Winter Night Parking',noWinter"
"4600,4699,'N 92ND ST','No Winter Night Parking',noWinter"
"4700,4799,'N 92ND ST','No Winter Night Parking',noWinter"
"100,199,'N 92ND ST','No Winter Night Parking',noWinter"
"200,299,'N 92ND ST','No Winter Night Parking',noWinter"
"300,399,'N 92ND ST','No Winter Night Parking',noWinter"
"400,499,'N 92ND ST','No Winter Night Parking',noWinter"
"100,199,'S 92ND ST','No Winter Night Parking',noWinter"
"200,299,'S 92ND ST','No Winter Night Parking',noWinter"
"300,399,'S 92ND ST','No Winter Night Parking',noWinter"
"400,499,'S 92ND ST','No Winter Night Parking',noWinter"
"3100,3199,'S 92ND ST','No Winter Night Parking',noWinter"
"5800,5899,'N 94TH ST','No Winter Night Parking',noWinter"
"3800,3899,'N 99TH ST','Non Winter Exception to Alternate Side Night Parking',alternateException"
"7200,7299,'N 99TH ST','No Winter Night Parking',noWinter"
"7300,7399,'N 99TH ST','No Winter Night Parking',noWinter"
"7400,7499,'N 99TH ST','No Winter Night Parking',noWinter"
"7500,7599,'N 99TH ST','No Winter Night Parking',noWinter"
"7600,7699,'N 99TH ST','No Winter Night Parking',noWinter"
"7700,7799,'N 99TH ST','No Winter Night Parking',noWinter"
"7800,7870,'N 99TH ST','No Winter Night Parking',noWinter"
"4000,4099,'N 100TH ST','No Winter Night Parking',noWinter"
"4100,4199,'N 100TH ST','No Winter Night Parking',noWinter"
"4200,4299,'N 100TH ST','No Winter Night Parking',noWinter"
"6100,6199,'N 107TH ST','No Winter Night Parking',noWinter"
"6200,6299,'N 107TH ST','No Winter Night Parking',noWinter"
"6300,6399,'N 107TH ST','No Winter Night Parking',noWinter"
"6400,6499,'N 107TH ST','No Winter Night Parking',noWinter"
"6500,6599,'N 107TH ST','No Winter Night Parking',noWinter"
"6600,6699,'N 107TH ST','No Winter Night Parking',noWinter"
"6700,6799,'N 107TH ST','No Winter Night Parking',noWinter"
"6800,6899,'N 107TH ST','No Winter Night Parking',noWinter"
"6900,6999,'N 107TH ST','No Winter Night Parking',noWinter"
"7000,7099,'N 107TH ST','No Winter Night Parking',noWinter"
"7100,7199,'N 107TH ST','No Winter Night Parking',noWinter"
"7200,7299,'N 107TH ST','No Winter Night Parking',noWinter"
"7300,7399,'N 107TH ST','No Winter Night Parking',noWinter"
"7400,7499,'N 107TH ST','No Winter Night Parking',noWinter"
"7500,7599,'N 107TH ST','No Winter Night Parking',noWinter"
"7600,7699,'N 107TH ST','No Winter Night Parking',noWinter"
"7700,7799,'N 107TH ST','No Winter Night Parking',noWinter"
"7800,7899,'N 107TH ST','No Winter Night Parking',noWinter"
"7900,7999,'N 107TH ST','No Winter Night Parking',noWinter"
"8000,8099,'N 107TH ST','No Winter Night Parking',noWinter"
"8100,8199,'N 107TH ST','No Winter Night Parking',noWinter"
"8200,8299,'N 107TH ST','No Winter Night Parking',noWinter"
"8300,8399,'N 107TH ST','No Winter Night Parking',noWinter"
"8400,8499,'N 107TH ST','No Winter Night Parking',noWinter"
"8500,8599,'N 107TH ST','No Winter Night Parking',noWinter"
"8600,8699,'N 107TH ST','No Winter Night Parking',noWinter"
"8700,8799,'N 107TH ST','No Winter Night Parking',noWinter"
"8800,8899,'N 107TH ST','No Winter Night Parking',noWinter"
"8900,8999,'N 107TH ST','No Winter Night Parking',noWinter"
"9000,9099,'N 107TH ST','No Winter Night Parking',noWinter"
"9100,9199,'N 107TH ST','No Winter Night Parking',noWinter"
"9200,9299,'N 107TH ST','No Winter Night Parking',noWinter"
